ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
19	対象文	奥方が事の顛末をはっきりと話した			〇	×	〇
19	Who	奥方	True		〇	×	〇
19	hasPredicate	はっきりと話した	False		〇	×	〇
19	Obj	事の顛末	True	What	〇	×	〇
20	対象文	ルイシャム夜盗団は二週間前シドナムで見られた			×	×	〇
20	Who	ルイシャム夜盗団	False		×	×	〇
20	hasPredicate	二週間前シドナムで見られた	False		×	×	〇
20	Obj	シドナム	True	Where	×	×	〇
21	対象文	ルイシャムの夜盗団は人相書きが出ている			〇	〇	無
21	Who	ルイシャムの夜盗団	True		〇	〇	無
21	hasPredicate	人相書きが出ている	True	hasPredicate	〇	〇	無
22	対象文	間違いなくルイシャム夜盗団の仕事			×	×	無
22	Who		False		×	×	無
22	hasPredicate	間違いなくルイシャム夜盗団の仕事	False		×	×	無
22	対象文	サー・ユースタス・ブラックンストールは自分とこの火かき棒で頭を殴られた			〇	〇	×
22	Who	サー・ユースタス・ブラックンストール	True		〇	〇	×
22	hasPredicate	殴られた	True	hasProperty	〇	〇	×
22	Obj	自分	False	判別不能	〇	〇	×
22	Obj	この火かき棒	False	判別不能	〇	〇	×
22	Obj	頭	False	判別不能	〇	〇	×
23	対象文	サー・ユースタス・ブラックンストールは死んだ			〇	〇	無
23	Who	サー・ユースタス・ブラックンストール	True		〇	〇	無
23	hasPredicate	死んだ	True	hasProperty	〇	〇	無
24	対象文	サー・ユースタス・ブラックンストールはケントでも指折りの資産家			〇	×	無
24	Who	サー・ユースタス・ブラックンストール	True		〇	×	無
24	hasPredicate	ケントでも指折りの資産家	False		〇	×	無
25	対象文	レディー・ブラックンストールは居間にいる			〇	〇	〇
25	Who	レディー・ブラックンストール	True		〇	〇	〇
25	hasPredicate	いる	True	hasPredicate	〇	〇	〇
25	Obj	居間	True	Where	〇	〇	〇
26	対象文	レディー・ブラックンストールの片方の目の上がはれ上がっていた			×	〇	無
26	Who	レディー・ブラックンストールの片方の目の上	False		×	〇	無
26	hasPredicate	はれ上がっていた	True	hasPredicate	×	〇	無
27	対象文	テリーサがレディー・ブラックンストールのはれ上がった片方の目を一生懸命冷やしていた			〇	×	×
27	Who	テリーサ	True		〇	×	×
27	hasPredicate	一生懸命冷やしていた	False		〇	×	×
27	Obj	レディー・ブラックンストールのはれ上がった片方の目	False	判別不能	〇	×	×
28	対象文	レディー・ブラックンストールは警戒の表情を浮かべた			〇	〇	〇
28	Who	レディー・ブラックンストール	True		〇	〇	〇
28	hasPredicate	浮かべた	True	hasProperty	〇	〇	〇
28	Obj	警戒の表情	True	What	〇	〇	〇
29	対象文	レディー・ブラックンストールのそばに黒のスパンコールのついたディナードレスが置かれていた			×	〇	×
29	Who	黒のスパンコールのついたディナードレス	False		×	〇	×
29	hasPredicate	置かれていた	True	hasProperty	×	〇	×
29	Obj	レディー・ブラックンストールのそば	False	判別不能	×	〇	×
30	対象文	ゆるいガウンがレディー・ブラックンストールの前腕から滑り落ちた			〇	〇	〇
30	Who	ゆるいガウン	True		〇	〇	〇
30	hasPredicate	滑り落ちた	True	hasPredicate	〇	〇	〇
30	Obj	レディー・ブラックンストールの前腕	True	From	〇	〇	〇
31	対象文	レディー・ブラックンストールは傷を急いで隠した。			〇	×	無
31	Who	レディー・ブラックンストール	True		〇	×	無
31	hasPredicate	傷を急いで隠した。	False		〇	×	無
32	対象文	レディー・ブラックンストールの傷は白く丸い上肢の一方の上にある二つの鮮明な赤い点だった			×	×	無
32	Who	レディー・ブラックンストールの傷	False		×	×	無
32	hasPredicate	白く丸い上肢の一方の上にある二つの鮮明な赤い点だった	False		×	×	無
33	対象文	昨夜のあの醜悪な事件とは何の関係もない			×	×	×
33	Who	何の関係	False		×	×	×
33	hasPredicate	ない	False		×	×	×
33	Obj	昨夜のあの醜悪な事件	False	判別不能	×	×	×
33	Obj		False	判別不能	×	×	×
34	対象文	レディー・ブラックンストールはサー・ユースタス・ブラックンストールと結婚して1年ほどになる			〇	×	×
34	Who	レディー・ブラックンストール	True		〇	×	×
34	hasPredicate	サー・ユースタス・ブラックンストールと結婚して1年ほどになる	False		〇	×	×
34	Obj	1年ほど	False	判別不能	〇	×	×
35	対象文	レディー・ブラックンストールにはイギリスの礼儀作法が合わなかった			×	〇	×
35	Who	イギリスの礼儀作法	False		×	〇	×
35	hasPredicate	合わなかった	True	hasPredicate	×	〇	×
35	Obj	レディー・ブラックンストールに	False	判別不能	×	〇	×
36	対象文	サー・ユースタス・ブラックンストールが常習的な大酒のみ			〇	×	無
36	Who	サー・ユースタス・ブラックンストール	True		〇	×	無
36	hasPredicate	常習的な大酒	False		〇	×	無
37	対象文	レディー・ブラックンストールとサー・ユースタス・ブラックンストールの結婚は幸せなものではなかった			×	×	無
37	Who	レディー・ブラックンストール	True		×	×	無
37	Who	サー・ユースタス・ブラックンストールの結婚	False		×	×	無
37	hasPredicate	幸せなものではなかった	False		×	×	無
38	対象文	この家では召使は皆新しい翼で休む			〇	×	△
38	Who	召使	True		〇	×	△
38	hasPredicate	皆新しい翼で休む	False		〇	×	△
38	Obj	この家で	False	判別不能	〇	×	△
38	Obj	新しい翼	True	Where	〇	×	△
39	対象文	中央の建物は部屋部屋から成る			×	〇	×
39	Who	中央の建物	False		×	〇	×
39	hasPredicate	成る	True	hasPredicate	×	〇	×
39	Obj	部屋部屋	False	判別不能	×	〇	×
40	対象文	調理場は中央の建物の後ろにある			〇	〇	〇
40	Who	調理場	True		〇	〇	〇
40	hasPredicate	ある	True	hasPredicate	〇	〇	〇
40	Obj	中央の建物の後ろ	True	Where	〇	〇	〇
41	対象文	メイドのテリーサはレディー・ブラックンストールの部屋の上で休む			×	〇	×
41	Who	メイドのテリーサ	False		×	〇	×
41	hasPredicate	休む	True	hasPredicate	×	〇	×
41	Obj	レディー・ブラックンストールの部屋の上	False	判別不能	×	〇	×
42	対象文	音がしても翼にいる召使には伝わらない			×	×	×
42	Who		False		×	×	×
42	hasPredicate	音がしても翼にいる召使には伝わらない	False		×	×	×
42	Obj	翼にいる召使に	False	判別不能	×	×	×
43	対象文	盗賊は知っていた			〇	〇	無
43	Who	盗賊	True		〇	〇	無
43	hasPredicate	知っていた	True	hasPredicate	〇	〇	無
44	対象文	サー・ユースタス・ブラックンストールは10時30分頃に亡くなった			〇	〇	〇
44	Who	サー・ユースタス・ブラックンストール	True		〇	〇	〇
44	hasPredicate	亡くなった	True	hasProperty	〇	〇	〇
44	Obj	10時30分頃	True	When	〇	〇	〇
45	対象文	メイドのテリーサだけが起きている			×	〇	×
45	Who		False		×	〇	×
45	hasPredicate	起きている	True	hasProperty	×	〇	×
45	Obj	メイドのテリーサだけ	False	判別不能	×	〇	×
46	対象文	メイドのテリーサはレディー・ブラックンストールの用を待っていた			×	〇	×
46	Who	メイドのテリーサ	False		×	〇	×
46	hasPredicate	待っていた	True	hasPredicate	×	〇	×
46	Obj	レディー・ブラックンストールの用	False	判別不能	×	〇	×
47	対象文	テリーサは建物の最上階のテリーサの部屋に残っていた			〇	〇	×
47	Who	テリーサ	True		〇	〇	×
47	hasPredicate	残っていた	True	hasPredicate	〇	〇	×
47	Obj	建物の最上階のテリーサの部屋	False	判別不能	〇	〇	×
48	対象文	レディー・ブラックンストールは11時過ぎまで居間に座っていた			〇	〇	〇
48	Who	レディー・ブラックンストール	True		〇	〇	〇
48	hasPredicate	座っていた	True	hasPredicate	〇	〇	〇
48	Obj	11時過ぎ	True	When	〇	〇	〇
48	Obj	居間	True	Where	〇	〇	〇
49	対象文	レディー・ブラックンストールは習慣の見回りを行った			〇	〇	〇
49	Who	レディー・ブラックンストール	True		〇	〇	〇
49	hasPredicate	行った	True	hasPredicate	〇	〇	〇
49	Obj	習慣の見回り	True	What	〇	〇	〇
50	対象文	ダイニングルームの窓が開いていた			×	〇	無
50	Who	ダイニングルームの窓	False		×	〇	無
50	hasPredicate	開いていた	True	hasPredicate	×	〇	無
51	対象文	レディー・ブラックンストールはダイニングルームの窓が開いていることに気づいた			〇	〇	×
51	Who	レディー・ブラックンストール	True		〇	〇	×
51	hasPredicate	気づいた	True	hasPredicate	〇	〇	×
51	Obj	ダイニングルームの窓が開いていること	False	判別不能	〇	〇	×
52	対象文	レディー・ブラックンストールは部屋に入ったばかりの肩幅の広い年輩の男と向かい合った			〇	×	×
52	Who	レディー・ブラックンストール	True		〇	×	×
52	hasPredicate	向かい合った	False		〇	×	×
52	Obj	部屋に入ったばかりの肩幅の広い年輩の男	False	判別不能	〇	×	×
53	対象文	年配の男以外にも二人部屋に入ろうとしている			×	×	×
53	Who		False		×	×	×
53	hasPredicate	二人部屋に入ろうとしている	False		×	×	×
53	Obj	年配の男以外に	False	判別不能	×	×	×
54	対象文	レディー・ブラックンストールは二人を見た			〇	〇	×
54	Who	レディー・ブラックンストール	True		〇	〇	×
54	hasPredicate	見た	True	hasPredicate	〇	〇	×
54	Obj	二人	False	判別不能	〇	〇	×
55	対象文	年配の男はレディー・ブラックンストールの手首とのどをつかんだ			〇	〇	△
55	Who	年配の男	True		〇	〇	△
55	hasPredicate	つかんだ	True	hasPredicate	〇	〇	△
55	Obj	レディー・ブラックンストールの手首	True	What	〇	〇	△
55	Obj	のど	False	判別不能	〇	〇	△
56	対象文	レディー・ブラックンストールは年配の男のこぶしで目の上を殴られた			〇	〇	△
56	Who	レディー・ブラックンストール	True		〇	〇	△
56	hasPredicate	殴られた	True	hasPredicate	〇	〇	△
56	Obj	年配の男のこぶし	False	判別不能	〇	〇	△
56	Obj	目の上	True	How	〇	〇	△
57	対象文	レディー・ブラックンストールは床に打ち倒された			〇	〇	×
57	Who	レディー・ブラックンストール	True		〇	〇	×
57	hasPredicate	打ち倒された	True	hasPredicate	〇	〇	×
57	Obj	床	False	判別不能	〇	〇	×
58	対象文	レディー・ブラックンストールは数分間意識を失っていた			〇	×	×
58	Who	レディー・ブラックンストール	True		〇	×	×
58	hasPredicate	失っていた	False		〇	×	×
58	Obj	数分間	False	判別不能	〇	×	×
58	Obj	意識	False	判別不能	〇	×	×
59	対象文	男たちはベルの紐を引きちぎった			〇	〇	〇
59	Who	男たち	True		〇	〇	〇
59	hasPredicate	引きちぎった	True	hasProperty	〇	〇	〇
59	Obj	ベルの紐	True	What	〇	〇	〇
59	対象文	オーク製の椅子はダイニングテーブルの上座にあった			〇	〇	〇
59	Who	オーク製の椅子	True		〇	〇	〇
59	hasPredicate	あった	True	hasProperty	〇	〇	〇
59	Obj	ダイニングテーブルの上座	True	Where	〇	〇	〇
60	対象文	男たちはレディー・ブラックンストールをオーク製の椅子に縛り付けた			〇	〇	△
60	Who	男たち	True		〇	〇	△
60	hasPredicate	縛り付けた	True	hasPredicate	〇	〇	△
60	Obj	レディー・ブラックンストール	True	What	〇	〇	△
60	Obj	オーク製の椅子	False	判別不能	〇	〇	△
61	対象文	レディー・ブラックンストールは動くことも声を立てることもできなかった			×	〇	無
61	Who	レディー・ブラックンストール動くことも声を立てること	False		×	〇	無
61	hasPredicate	できなかった	True	hasProperty	×	〇	無
62	対象文	サー・ユースタス・ブラックンストールが部屋に入ってきた			×	×	無
62	Who		False		×	×	無
62	hasPredicate	サー・ユースタス・ブラックンストールが部屋に入ってきた	False		×	×	無
63	対象文	年輩の男は火かき棒を取った			〇	〇	〇
63	Who	年輩の男	True		〇	〇	〇
63	hasPredicate	取った	True	hasPredicate	〇	〇	〇
63	Obj	火かき棒	True	What	〇	〇	〇
64	対象文	年輩の男は横からサー・ユースタス・ブラックンストールに一撃を加えた			〇	×	△
64	Who	年輩の男	True		〇	×	△
64	hasPredicate	加えた	False		〇	×	△
64	Obj	横	False	判別不能	〇	×	△
64	Obj	サー・ユースタス・ブラックンストール	True	What	〇	×	△
64	Obj	一撃	False	判別不能	〇	×	△
65	対象文	レディー・ブラックンストールは再び意識を失った			〇	×	×
65	Who	レディー・ブラックンストール	True		〇	×	×
65	hasPredicate	再び意識を失った	False		〇	×	×
65	Obj	意識	False	判別不能	〇	×	×
66	対象文	男たちはサイドボードから銀製品を集めた			〇	〇	〇
66	Who	男たち	True		〇	〇	〇
66	hasPredicate	集めた	True	hasPredicate	〇	〇	〇
66	Obj	サイドボード	True	Where	〇	〇	〇
66	Obj	銀製品	True	What	〇	〇	〇
67	対象文	男たちはサイドボードからワインを取り出した			〇	〇	〇
67	Who	男たち	True		〇	〇	〇
67	hasPredicate	取り出した	True	hasPredicate	〇	〇	〇
67	Obj	サイドボード	True	Where	〇	〇	〇
67	Obj	ワイン	True	What	〇	〇	〇
68	対象文	男たちの内一人は年配であごひげがあった			×	×	×
68	Who	あごひげ	False		×	×	×
68	hasPredicate	あった	False		×	×	×
68	Obj	男たちの内一人	False	判別不能	×	×	×
68	Obj	年配	False	判別不能	×	×	×
69	対象文	男たちの内二人は若くひげがない			×	×	×
69	Who	ひげ	False		×	×	×
69	hasPredicate	若くひげがない	False		×	×	×
69	Obj	男たちの内二人	False	判別不能	×	×	×
70	対象文	男たちはレディー・ブラックンストールを縛ってあるか確認した			〇	×	無
70	Who	男たち	True		〇	×	無
70	hasPredicate	レディー・ブラックンストールを縛ってあるか確認した	False		〇	×	無
71	対象文	男たちは窓を後ろ手に閉めた			〇	〇	△
71	Who	男たち	True		〇	〇	△
71	hasPredicate	閉めた	True	hasPredicate	〇	〇	△
71	Obj	窓	True	What	〇	〇	△
71	Obj	後ろ手	False	判別不能	〇	〇	△
72	対象文	男たちは引き上げた			〇	〇	無
72	Who	男たち	True		〇	〇	無
72	hasPredicate	引き上げた	True	hasProperty	〇	〇	無
72	対象文	レディー・ブラックンストールは15分後口が自由になった			×	×	〇
72	Who	レディー・ブラックンストール	False		×	×	〇
72	hasPredicate	口が自由になった	False		×	×	〇
72	Obj	15分後	True	When	×	×	〇
73	対象文	レディー・ブラックンストールの叫び声をあげた			×	×	×
73	Who		False		×	×	×
73	hasPredicate	あげた	False		×	×	×
73	Obj	レディー・ブラックンストールの叫び声	False	判別不能	×	×	×
74	対象文	レディー・ブラックンストールの叫び声でテリーサが助けに来た			〇	×	×
74	Who	テリーサ	True		〇	×	×
74	hasPredicate	来た	False		〇	×	×
74	Obj	レディー・ブラックンストールの叫び声	False	判別不能	〇	×	×
74	Obj	助け	False	判別不能	〇	×	×
75	対象文	男たちは家に入った			〇	〇	×
75	Who	男たち	True		〇	〇	×
75	hasPredicate	入った	True	hasPredicate	〇	〇	×
75	Obj	家	False	判別不能	〇	〇	×
76	対象文	テリーサは家に入る前の男たちを見た			〇	〇	×
76	Who	テリーサ	True		〇	〇	×
76	hasPredicate	見た	True	hasPredicate	〇	〇	×
76	Obj	家に入る前の男たち	False	判別不能	〇	〇	×
77	対象文	サー・ユースタス・ブラックンストールはダイニングルーム中に血と脳みそをまき散らしていた			〇	〇	×
77	Who	サー・ユースタス・ブラックンストール	True		〇	〇	×
77	hasPredicate	まき散らしていた	True	hasPredicate	〇	〇	×
77	Obj	ダイニングルーム中	False	判別不能	〇	〇	×
77	Obj	血	False	判別不能	〇	〇	×
77	Obj	脳みそ	False	判別不能	〇	〇	×
78	対象文	サー・ユースタス・ブラックンストールはダイニングルームで倒れていた			〇	〇	〇
78	Who	サー・ユースタス・ブラックンストール	True		〇	〇	〇
78	hasPredicate	倒れていた	True	hasPredicate	〇	〇	〇
78	Obj	ダイニングルーム	True	Where	〇	〇	〇
79	対象文	テリーサはサー・ユースタス・ブラックンストールを発見した			〇	〇	〇
79	Who	テリーサ	True		〇	〇	〇
79	hasPredicate	発見した	True	hasPredicate	〇	〇	〇
79	Obj	サー・ユースタス・ブラックンストール	True	What	〇	〇	〇
80	対象文	ドレスは血や脳みそで汚れた			〇	〇	×
80	Who	ドレス	True		〇	〇	×
80	hasPredicate	汚れた	True	hasProperty	〇	〇	×
80	Obj	血	False	判別不能	〇	〇	×
80	Obj	脳みそ	False	判別不能	〇	〇	×
81	対象文	レディー・ブラックンストールはテリーサとレディー・ブラックンストールの部屋に行き休みを取る			×	×	〇
81	Who		False		×	×	〇
81	hasPredicate	レディー・ブラックンストールはテリーサとレディー・ブラックンストールの部屋に行き休みを取る	False		×	×	〇
81	Obj	休み	True	What	×	×	〇
82	対象文	レディー・ブラックンストールが赤ん坊だった			〇	〇	無
82	Who	レディー・ブラックンストール	True		〇	〇	無
82	hasPredicate	赤ん坊だった	True	hasPredicate	〇	〇	無
83	対象文	テリーサはレディー・ブラックンストールが赤ん坊の頃から仕えている			×	〇	×
83	Who	テリーサレディー・ブラックンストール	False		×	〇	×
83	hasPredicate	仕えている	True	hasPredicate	×	〇	×
83	Obj	赤ん坊の頃	False	判別不能	×	〇	×
84	対象文	事件の魅力が謎と共に去った			〇	〇	×
84	Who	事件の魅力	True		〇	〇	×
84	hasPredicate	去った	True	hasProperty	〇	〇	×
84	Obj	謎	False	判別不能	〇	〇	×
84	Obj	共	False	判別不能	〇	〇	×
84	対象文	ホームズは強い関心をなくした			〇	〇	〇
84	Who	ホームズ	True		〇	〇	〇
84	hasPredicate	なくした	True	hasProperty	〇	〇	〇
84	Obj	強い関心	True	What	〇	〇	〇
85	対象文	ホームズの目が腹立たしさを感じている			〇	〇	〇
85	Who	ホームズの目	True		〇	〇	〇
85	hasPredicate	感じている	True	hasPredicate	〇	〇	〇
85	Obj	腹立たしさ	True	What	〇	〇	〇
86	対象文	ホームズはアビ屋敷のダイニングルームを見た			〇	〇	×
86	Who	ホームズ	True		〇	〇	×
86	hasPredicate	見た	True	hasProperty	〇	〇	×
86	Obj	アビ屋敷のダイニングルーム	False	判別不能	〇	〇	×
87	対象文	ホームズはアビ屋敷のダイニングルームを見て興味を呼び戻した			〇	×	〇
87	Who	ホームズ	True		〇	×	〇
87	hasPredicate	アビ屋敷のダイニングルームを見て興味を呼び戻した	False		〇	×	〇
87	Obj	興味	True	What	〇	×	〇
88	対象文	ダイニングルームのドアの反対側の端に高いフランス窓があった			〇	〇	×
88	Who	高いフランス窓	True		〇	〇	×
88	hasPredicate	あった	True	hasProperty	〇	〇	×
88	Obj	ダイニングルームのドアの反対側の端	False	判別不能	〇	〇	×
89	対象文	ドアの右側には小さい3つの窓があった			〇	〇	×
89	Who	小さい3つの窓	True		〇	〇	×
89	hasPredicate	あった	True	hasPredicate	〇	〇	×
89	Obj	ドアの右側に	False	判別不能	〇	〇	×
90	対象文	ドアの左側には大きな奥行のある暖炉、張り出したマントルピースがあった			×	〇	×
90	Who	大きな奥行のある暖炉、張り出したマントルピース	False		×	〇	×
90	hasPredicate	あった	True	hasPredicate	×	〇	×
90	Obj	ドアの左側に	False	判別不能	×	〇	×
91	対象文	暖炉のそばに肘掛と底部に筋交いのある思いオークの椅子がある			×	〇	×
91	Who	肘掛	True		×	〇	×
91	Who	底部に筋交いのある思いオークの椅子	False		×	〇	×
91	hasPredicate	ある	True	hasPredicate	×	〇	×
91	Obj	暖炉のそば	False	判別不能	×	〇	×
92	対象文	木製品の隙間に真紅の紐が編まれている			〇	〇	〇
92	Who	真紅の紐	True		〇	〇	〇
92	hasPredicate	編まれている	True	hasPredicate	〇	〇	〇
92	Obj	木製品の隙間	True	Where	〇	〇	〇
93	対象文	真紅の紐の両端は下の斜めの棒に固定されていた			〇	〇	×
93	Who	真紅の紐の両端	True		〇	〇	×
93	hasPredicate	固定されていた	True	hasProperty	〇	〇	×
93	Obj	下の斜めの棒	False	判別不能	〇	〇	×
94	対象文	結び目は真紅の紐を固定していた			〇	〇	〇
94	Who	結び目	True		〇	〇	〇
94	hasPredicate	固定していた	True	hasPredicate	〇	〇	〇
94	Obj	真紅の紐	True	What	〇	〇	〇
95	対象文	結び目は残っていた			〇	〇	無
95	Who	結び目	True		〇	〇	無
95	hasPredicate	残っていた	True	hasPredicate	〇	〇	無
95	対象文	ホームズとワトソンは暖炉の前の敷物の上に横たわる死体を発見した			〇	〇	×
95	Who	ホームズ	True		〇	〇	×
95	Who	ワトソン	True		〇	〇	×
95	hasPredicate	発見した	True	hasPredicate	〇	〇	×
95	Obj	暖炉の前の敷物の上に横たわる死体	False	判別不能	〇	〇	×
96	対象文	死体は40歳ほどだった			〇	×	無
96	Who	死体	True		〇	×	無
96	hasPredicate	40歳ほどだった	False		〇	×	無
97	対象文	死体は長身だった			〇	×	無
97	Who	死体	True		〇	×	無
97	hasPredicate	長身だった	False		〇	×	無
98	対象文	死体はがっしりした男だった			〇	×	無
98	Who	死体	True		〇	×	無
98	hasPredicate	がっしりした男だった	False		〇	×	無
99	対象文	死体は仰向けに倒れていた			〇	〇	×
99	Who	死体	True		〇	〇	×
99	hasPredicate	倒れていた	True	hasPredicate	〇	〇	×
99	Obj	仰向け	False	判別不能	〇	〇	×
100	対象文	死体は顔を上に向けていた			〇	〇	〇
100	Who	死体	True		〇	〇	〇
100	hasPredicate	向けていた	True	hasPredicate	〇	〇	〇
100	Obj	顔	True	What	〇	〇	〇
100	Obj	上	True	How	〇	〇	〇
101	対象文	死体は短く黒いあごひげの間から白い歯をむき出していた			〇	〇	△
101	Who	死体	True		〇	〇	△
101	hasPredicate	むき出していた	True	hasPredicate	〇	〇	△
101	Obj	短く黒いあごひげの間	False	判別不能	〇	〇	△
101	Obj	白い歯	True	What	〇	〇	△
102	対象文	死体のこぶしを固めた両手は頭の上にあげられていた			×	〇	〇
102	Who	死体のこぶしを固めた両手	False		×	〇	〇
102	hasPredicate	あげられていた	True	hasPredicate	×	〇	〇
102	Obj	頭の上	True	Where	×	〇	〇
103	対象文	両手には重いリンボクのステッキがまたがっていた			×	〇	×
103	Who	重いリンボクのステッキ	False		×	〇	×
103	hasPredicate	またがっていた	True	hasPredicate	×	〇	×
103	Obj	両手に	False	判別不能	×	〇	×
104	対象文	死体の顔立ちはゆがんで敵意あらわな憎悪に引きつっていた			×	×	×
104	Who		False		×	×	×
104	hasPredicate	死体の顔立ちはゆがんで敵意あらわな憎悪に引きつっていた	False		×	×	×
104	Obj	敵意あらわな憎悪	False	判別不能	×	×	×
105	対象文	死体の顔立ちは恐ろしい鬼のような死に顔をしていた			〇	〇	〇
105	Who	死体の顔立ち	True		〇	〇	〇
105	hasPredicate	していた	True	hasProperty	〇	〇	〇
105	Obj	恐ろしい鬼のような死に顔	True	What	〇	〇	〇
106	対象文	警鐘が鳴った			×	〇	無
106	Who	警鐘	False		×	〇	無
106	hasPredicate	鳴った	True	hasProperty	×	〇	無
107	対象文	サー・ユースタス・ブラックンストールは寝ていた			〇	〇	無
107	Who	サー・ユースタス・ブラックンストール	True		〇	〇	無
107	hasPredicate	寝ていた	True	hasProperty	〇	〇	無
107	対象文	サー・ユースタス・ブラックンストールは寝巻きを着ていた			〇	×	×
107	Who	サー・ユースタス・ブラックンストール	True		〇	×	×
107	hasPredicate	着ていた	False		〇	×	×
107	Obj	寝巻き	False	判別不能	〇	×	×
108	対象文	サー・ユースタス・ブラックンストールは裸足だった			〇	〇	無
108	Who	サー・ユースタス・ブラックンストール	True		〇	〇	無
108	hasPredicate	裸足だった	True	hasProperty	〇	〇	無
109	対象文	サー・ユースタス・ブラックンストールは頭にひどい怪我をしていた			〇	〇	〇
109	Who	サー・ユースタス・ブラックンストール	True		〇	〇	〇
109	hasPredicate	していた	True	hasPredicate	〇	〇	〇
109	Obj	頭	True	Where	〇	〇	〇
109	Obj	ひどい怪我	True	What	〇	〇	〇
110	対象文	部屋全体が残忍な性格を証言していた			〇	〇	×
110	Who	部屋全体	True		〇	〇	×
110	hasPredicate	証言していた	True	hasPredicate	〇	〇	×
110	Obj	残忍な性格	False	判別不能	〇	〇	×
111	対象文	サー・ユースタス・ブラックンストールのそばに湾曲した重い火かき棒が転がっていた。			×	×	無
111	Who	サー・ユースタス・ブラックンストールのそばに湾曲した重い火かき棒	False		×	×	無
111	hasPredicate	転がっていた。	False		×	×	無
112	対象文	ランダル老人は力の強い男			〇	×	無
