ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
46	hasPredicate	持っていた	False		〇	×	〇
46	Obj	恐怖の表情	True	What	〇	×	〇
47	対象文	家には、ポーターがいた			〇	〇	×
47	Who	ポーター	True		〇	〇	×
47	hasPredicate	いた	True	hasPredicate	〇	〇	×
47	Obj	家に	False	判別不能	〇	〇	×
48	対象文	ポーターはコックである			〇	×	無
48	Who	ポーター	True		〇	×	無
48	hasPredicate	コックである	False		〇	×	無
49	対象文	ポーターは家政婦である			〇	×	無
49	Who	ポーター	True		〇	×	無
49	hasPredicate	家政婦である	False		〇	×	無
50	対象文	ポーターは以下を言った			〇	〇	×
50	Who	ポーター	True		〇	〇	×
50	hasPredicate	言った	True	hasPredicate	〇	〇	×
50	Obj	以下	False	判別不能	〇	〇	×
51	対象文	昨晩、ポーターは熟睡していた			〇	×	無
51	Who	ポーター	True		〇	×	無
51	hasPredicate	昨晩、ポーターは熟睡していた	False		〇	×	無
52	対象文	昨晩、ポーターは何も聞こえなかった			×	×	無
52	Who	ポーター何	False		×	×	無
52	hasPredicate	昨晩、ポーターは何も聞こえなかった	False		×	×	無
53	対象文	オーウェンとジョージとブレンダは何も盗まれなかった			×	〇	無
53	Who	オーウェン何	False		×	〇	無
53	Who	ジョージ	True		×	〇	無
53	Who	ブレンダ	True		×	〇	無
53	hasPredicate	盗まれなかった	True	hasPredicate	×	〇	無
54	対象文	トリジェニス家は荒らされなかった			〇	〇	無
54	Who	トリジェニス家	True		〇	〇	無
54	hasPredicate	荒らされなかった	True	hasPredicate	〇	〇	無
55	対象文	ラウンドヘイはブレンダの死の理由を分からない			〇	〇	〇
55	Who	ラウンドヘイ	True		〇	〇	〇
55	hasPredicate	分からない	True	hasPredicate	〇	〇	〇
55	Obj	ブレンダの死の理由	True	What	〇	〇	〇
56	対象文	ラウンドヘイはオーウェンとジョージの狂気の理由をわからない			〇	〇	×
56	Who	ラウンドヘイ	True		〇	〇	×
56	hasPredicate	わからない	True	hasPredicate	〇	〇	×
56	Obj	オーウェン	False	判別不能	〇	〇	×
56	Obj	ジョージの狂気の理由	False	判別不能	〇	〇	×
57	対象文	ホームズは以下を思った			〇	〇	×
57	Who	ホームズ	True		〇	〇	×
57	hasPredicate	思った	True	hasPredicate	〇	〇	×
57	Obj	以下	False	判別不能	〇	〇	×
58	対象文	事件は異常な性質を持つ			〇	〇	〇
58	Who	事件	True		〇	〇	〇
58	hasPredicate	持つ	True	hasPredicate	〇	〇	〇
58	Obj	異常な性質	True	What	〇	〇	〇
59	対象文	ラウンドヘイは以下を言った			〇	〇	×
59	Who	ラウンドヘイ	True		〇	〇	×
59	hasPredicate	言った	True	hasPredicate	〇	〇	×
59	Obj	以下	False	判別不能	〇	〇	×
60	対象文	ラウンドヘイはトリジェニス家にいかなかった			〇	〇	〇
60	Who	ラウンドヘイ	True		〇	〇	〇
60	hasPredicate	いかなかった	True	hasPredicate	〇	〇	〇
60	Obj	トリジェニス家	True	Where	〇	〇	〇
61	対象文	モーティマーは牧師館へ説明のために来た			〇	〇	〇
61	Who	モーティマー	True		〇	〇	〇
61	hasPredicate	来た	True	hasPredicate	〇	〇	〇
61	Obj	牧師館	True	To	〇	〇	〇
61	Obj	説明のため	True	Why	〇	〇	〇
62	対象文	ラウンドヘイはホームズに相談するために来た			〇	×	無
62	Who	ラウンドヘイ	True		〇	×	無
62	hasPredicate	ホームズに相談するために来た	False		〇	×	無
64	対象文	トリジェニス家はポルドュー湾のコテージから1マイル離れている			〇	〇	〇
64	Who	トリジェニス家	True		〇	〇	〇
64	hasPredicate	離れている	True	hasPredicate	〇	〇	〇
64	Obj	ポルドュー湾のコテージ	True	From	〇	〇	〇
64	Obj	1マイル	True	How	〇	〇	〇
65	対象文	トリジェニス家はポルドュー湾のコテージより内陸にある			〇	〇	〇
65	Who	トリジェニス家	True		〇	〇	〇
65	hasPredicate	ある	True	hasPredicate	〇	〇	〇
65	Obj	ポルドュー湾のコテージ	True	From	〇	〇	〇
65	Obj	内陸	True	Where	〇	〇	〇
66	対象文	モーティマーは黙っていた			〇	〇	無
66	Who	モーティマー	True		〇	〇	無
66	hasPredicate	黙っていた	True	hasPredicate	〇	〇	無
67	対象文	ラウンドヘイは感情を前面に出してきた			〇	〇	△
67	Who	ラウンドヘイ	True		〇	〇	△
67	hasPredicate	出してきた	True	hasPredicate	〇	〇	△
67	Obj	感情	True	What	〇	〇	△
67	Obj	前面	False	判別不能	〇	〇	△
68	対象文	ワトソンは以下を思った			〇	〇	×
68	Who	ワトソン	True		〇	〇	×
68	hasPredicate	思った	True	hasPredicate	〇	〇	×
68	Obj	以下	False	判別不能	〇	〇	×
69	対象文	モーティマーは自制をしていた			〇	×	×
69	Who	モーティマー	True		〇	×	×
69	hasPredicate	していた	False		〇	×	×
69	Obj	自制	False	判別不能	〇	×	×
70	対象文	モーティマーはラウンドヘイより興奮していた			〇	〇	×
70	Who	モーティマー	True		〇	〇	×
70	hasPredicate	興奮していた	True	hasPredicate	〇	〇	×
70	Obj	ラウンドヘイ	False	判別不能	〇	〇	×
71	対象文	モーティマーは以下を言った			〇	〇	×
71	Who	モーティマー	True		〇	〇	×
71	hasPredicate	言った	True	hasPredicate	〇	〇	×
71	Obj	以下	False	判別不能	〇	〇	×
72	対象文	モーティマーはトリジェニス家で食事をとった			〇	×	△
72	Who	モーティマー	True		〇	×	△
72	hasPredicate	とった	False		〇	×	△
72	Obj	トリジェニス家	True	Where	〇	×	△
72	Obj	食事	False	判別不能	〇	×	△
73	対象文	ジョージが以下を言った			〇	〇	×
73	Who	ジョージ	True		〇	〇	×
73	hasPredicate	言った	True	hasPredicate	〇	〇	×
73	Obj	以下	False	判別不能	〇	〇	×
74	対象文	我々はホイストをやる			〇	〇	〇
74	Who	我々	True		〇	〇	〇
74	hasPredicate	やる	True	hasPredicate	〇	〇	〇
74	Obj	ホイスト	True	What	〇	〇	〇
75	対象文	9時頃に、モーティマーとオーウェンとジョージとブレンダは座った			〇	〇	〇
75	Who	モーティマー	True		〇	〇	〇
75	Who	オーウェン	True		〇	〇	〇
75	Who	ジョージ	True		〇	〇	〇
75	Who	ブレンダ	True		〇	〇	〇
75	hasPredicate	座った	True	hasPredicate	〇	〇	〇
75	Obj	9時頃	True	When	〇	〇	〇
76	対象文	10時15分過ぎに、モーティマーは立ち上がった			〇	〇	〇
76	Who	モーティマー	True		〇	〇	〇
76	hasPredicate	立ち上がった	True	hasPredicate	〇	〇	〇
76	Obj	10時15分過ぎ	True	When	〇	〇	〇
77	対象文	モーティマーはオーウェンとジョージとブレンダと別れた			〇	〇	〇
77	Who	モーティマー	True		〇	〇	〇
77	hasPredicate	別れた	True	hasPredicate	〇	〇	〇
77	Obj	オーウェン	True	What	〇	〇	〇
77	Obj	ジョージ	True	What	〇	〇	〇
77	Obj	ブレンダ	True	What	〇	〇	〇
78	対象文	モーティマーとオーウェンとジョージとブレンダは良い雰囲気を持っていた			〇	×	〇
78	Who	モーティマー	True		〇	×	〇
78	Who	オーウェン	True		〇	×	〇
78	Who	ジョージ	True		〇	×	〇
78	Who	ブレンダ	True		〇	×	〇
78	hasPredicate	持っていた	False		〇	×	〇
78	Obj	良い雰囲気	True	How	〇	×	〇
79	対象文	ポーターは寝ていた			〇	〇	無
79	Who	ポーター	True		〇	〇	無
79	hasPredicate	寝ていた	True	hasPredicate	〇	〇	無
80	対象文	モーティマーは一人で広間から出た			〇	〇	×
80	Who	モーティマー	True		〇	〇	×
80	hasPredicate	出た	True	hasPredicate	〇	〇	×
80	Obj	一人	False	判別不能	〇	〇	×
80	Obj	広間	False	判別不能	〇	〇	×
81	対象文	モーティマーはドアを後ろ手で閉めた			〇	〇	△
81	Who	モーティマー	True		〇	〇	△
81	hasPredicate	閉めた	True	hasPredicate	〇	〇	△
81	Obj	ドア	True	What	〇	〇	△
81	Obj	後ろ手	False	判別不能	〇	〇	△
82	対象文	窓がオーウェンとジョージの近くにある			〇	〇	△
82	Who	窓	True		〇	〇	△
82	hasPredicate	ある	True	hasPredicate	〇	〇	△
82	Obj	オーウェン	True	Near	〇	〇	△
82	Obj	ジョージの近く	False	判別不能	〇	〇	△
83	対象文	窓は閉まっていた			〇	〇	無
83	Who	窓	True		〇	〇	無
83	hasPredicate	閉まっていた	True	hasPredicate	〇	〇	無
84	対象文	ブラインドは上がっていた			〇	〇	無
84	Who	ブラインド	True		〇	〇	無
84	hasPredicate	上がっていた	True	hasPredicate	〇	〇	無
85	対象文	今朝、窓は閉まっていた			〇	×	無
85	Who	窓	True		〇	×	無
85	hasPredicate	今朝、窓は閉まっていた	False		〇	×	無
86	対象文	今朝、ブラインドは上がっていた			〇	×	無
86	Who	ブラインド	True		〇	×	無
86	hasPredicate	今朝、ブラインドは上がっていた	False		〇	×	無
87	対象文	部外者は出入りしていない			〇	〇	無
87	Who	部外者	True		〇	〇	無
87	hasPredicate	出入りしていない	True	hasPredicate	〇	〇	無
89	対象文	オーウェンとジョージは座っていた			〇	〇	無
89	Who	オーウェン	True		〇	〇	無
89	Who	ジョージ	True		〇	〇	無
89	hasPredicate	座っていた	True	hasPredicate	〇	〇	無
90	対象文	オーウェンとジョージは恐怖のために狂っていた			〇	〇	〇
90	Who	オーウェン	True		〇	〇	〇
90	Who	ジョージ	True		〇	〇	〇
90	hasPredicate	狂っていた	True	hasPredicate	〇	〇	〇
90	Obj	恐怖のため	True	Why	〇	〇	〇
91	対象文	ブレンダは首を椅子の肘あてにのせていた			〇	〇	〇
91	Who	ブレンダ	True		〇	〇	〇
91	hasPredicate	のせていた	True	hasPredicate	〇	〇	〇
91	Obj	首	True	What	〇	〇	〇
91	Obj	椅子の肘あて	True	On	〇	〇	〇
92	対象文	ブレンダは死んでいた			〇	〇	無
92	Who	ブレンダ	True		〇	〇	無
92	hasPredicate	死んでいた	True	hasPredicate	〇	〇	無
93	対象文	犯人は悪魔である			〇	×	無
93	Who	犯人	True		〇	×	無
93	hasPredicate	悪魔である	False		〇	×	無
94	対象文	犯人は部屋に入りこんだ			〇	〇	〇
94	Who	犯人	True		〇	〇	〇
94	hasPredicate	入りこんだ	True	hasPredicate	〇	〇	〇
94	Obj	部屋	True	To	〇	〇	〇
95	対象文	犯人はオーウェンとジョージとブレンダの理性を打ち砕いた			〇	〇	△
95	Who	犯人	True		〇	〇	△
95	hasPredicate	打ち砕いた	True	hasPredicate	〇	〇	△
95	Obj	オーウェン	False	判別不能	〇	〇	△
95	Obj	ジョージ	False	判別不能	〇	〇	△
95	Obj	ブレンダの理性	True	What	〇	〇	△
96	対象文	昔、モーティマーはオーウェンとジョージとブレンダと意見を違えた			×	×	×
96	Who	モーティマー	False		×	×	×
96	hasPredicate	昔、モーティマーはオーウェンとジョージとブレンダと意見を違えた	False		×	×	×
96	Obj	オーウェン	False	判別不能	×	×	×
96	Obj	ジョージ	False	判別不能	×	×	×
96	Obj	ブレンダ	False	判別不能	×	×	×
96	Obj	意見	False	判別不能	×	×	×
97	対象文	モーティマーとオーウェンとジョージとブレンダは錫鉱夫の家に生まれた			〇	〇	〇
97	Who	モーティマー	True		〇	〇	〇
97	Who	オーウェン	True		〇	〇	〇
97	Who	ジョージ	True		〇	〇	〇
97	Who	ブレンダ	True		〇	〇	〇
97	hasPredicate	生まれた	True	hasPredicate	〇	〇	〇
97	Obj	錫鉱夫の家	True	Where	〇	〇	〇
98	対象文	錫鉱夫はある会社に事業を売却した			×	×	×
98	Who	錫鉱夫	False		×	×	×
98	hasPredicate	売却した	False		×	×	×
98	Obj	ある会社	False	判別不能	×	×	×
98	Obj	事業	False	判別不能	×	×	×
100	対象文	錫鉱夫は十分な資金を得た			〇	〇	〇
100	Who	錫鉱夫	True		〇	〇	〇
100	hasPredicate	得た	True	hasPredicate	〇	〇	〇
100	Obj	十分な資金	True	What	〇	〇	〇
101	対象文	錫鉱夫は引退した			〇	〇	無
101	Who	錫鉱夫	True		〇	〇	無
101	hasPredicate	引退した	True	hasPredicate	〇	〇	無
102	対象文	モーティマーは金銭の配分に不満だった			〇	〇	×
102	Who	モーティマー	True		〇	〇	×
102	hasPredicate	不満だった	True	hasPredicate	〇	〇	×
102	Obj	金銭の配分	False	判別不能	〇	〇	×
103	対象文	モーティマーは、オーウェンとジョージとブレンダと問題を持った			〇	〇	〇
103	Who	モーティマー	True		〇	〇	〇
103	hasPredicate	持った	True	hasPredicate	〇	〇	〇
103	Obj	オーウェン	True	Whom	〇	〇	〇
103	Obj	ジョージ	True	Whom	〇	〇	〇
103	Obj	ブレンダ	True	Whom	〇	〇	〇
103	Obj	問題	True	What	〇	〇	〇
104	対象文	問題は忘れられた			〇	〇	無
104	Who	問題	True		〇	〇	無
104	hasPredicate	忘れられた	True	hasPredicate	〇	〇	無
105	対象文	現在、モーティマーはオーウェンとジョージとブレンダと友情を持った			〇	×	〇
105	Who	モーティマー	True		〇	×	〇
105	hasPredicate	現在、モーティマーはオーウェンとジョージとブレンダと友情を持った	False		〇	×	〇
105	Obj	オーウェン	True	Whom	〇	×	〇
105	Obj	ジョージ	True	Whom	〇	×	〇
105	Obj	ブレンダ	True	Whom	〇	×	〇
105	Obj	友情	True	What	〇	×	〇
106	対象文	モーティマーはしばらく考えた			〇	×	無
106	Who	モーティマー	True		〇	×	無
106	hasPredicate	しばらく考えた	False		〇	×	無
107	対象文	モーティマーは以下を言った			〇	〇	×
107	Who	モーティマー	True		〇	〇	×
107	hasPredicate	言った	True	hasPredicate	〇	〇	×
107	Obj	以下	False	判別不能	〇	〇	×
108	対象文	モーティマーはある事実を思い出した			〇	〇	〇
108	Who	モーティマー	True		〇	〇	〇
108	hasPredicate	思い出した	True	hasPredicate	〇	〇	〇
108	Obj	ある事実	True	What	〇	〇	〇
109	対象文	カードの最中、モーティマーは窓に対して背を向けていた			〇	×	△
109	Who	モーティマー	True		〇	×	△
109	hasPredicate	向けていた	False		〇	×	△
109	Obj	カードの最中	True	When	〇	×	△
109	Obj	窓に対して	False	判別不能	〇	×	△
109	Obj	背	False	判別不能	〇	×	△
110	対象文	モーティマーはジョージと向かい合わせに座っていた			〇	〇	△
110	Who	モーティマー	True		〇	〇	△
110	hasPredicate	座っていた	True	hasPredicate	〇	〇	△
110	Obj	ジョージ	True	What	〇	〇	△
110	Obj	向かい合わせ	False	判別不能	〇	〇	△
111	対象文	一度、ジョージは窓に険しい視線を送った			〇	〇	△
111	Who	ジョージ	True		〇	〇	△
111	hasPredicate	送った	True	hasPredicate	〇	〇	△
111	Obj	一度	False	判別不能	〇	〇	△
111	Obj	窓	True	To	〇	〇	△
111	Obj	険しい視線	True	What	〇	〇	△
112	対象文	モーティマーは振りかえった			〇	〇	無
112	Who	モーティマー	True		〇	〇	無
112	hasPredicate	振りかえった	True	hasPredicate	〇	〇	無
113	対象文	窓は締まっていた			〇	〇	無
113	Who	窓	True		〇	〇	無
113	hasPredicate	締まっていた	True	hasPredicate	〇	〇	無
114	対象文	ブラインドはあがっていた			〇	〇	無
114	Who	ブラインド	True		〇	〇	無
114	hasPredicate	あがっていた	True	hasPredicate	〇	〇	無
115	対象文	モーティマーは芝生の茂みを見た			〇	〇	〇
115	Who	モーティマー	True		〇	〇	〇
115	hasPredicate	見た	True	hasPredicate	〇	〇	〇
115	Obj	芝生の茂み	True	What	〇	〇	〇
116	対象文	モーティマーは以下を感じた			〇	〇	×
116	Who	モーティマー	True		〇	〇	×
116	hasPredicate	感じた	True	hasPredicate	〇	〇	×
116	Obj	以下	False	判別不能	〇	〇	×
117	対象文	何かが茂みの中を動いている			×	〇	△
117	Who		False		×	〇	△
117	hasPredicate	動いている	True	hasPredicate	×	〇	△
117	Obj	何か	False	判別不能	×	〇	△
117	Obj	茂みの中	True	Where	×	〇	△
118	対象文	ジョージは以下を思った			〇	〇	×
118	Who	ジョージ	True		〇	〇	×
118	hasPredicate	思った	True	hasPredicate	〇	〇	×
118	Obj	以下	False	判別不能	〇	〇	×
119	対象文	何かが茂みの中にいる			×	〇	△
119	Who		False		×	〇	△
119	hasPredicate	いる	True	hasPredicate	×	〇	△
119	Obj	何か	False	判別不能	×	〇	△
119	Obj	茂みの中	True	Where	×	〇	△
120	対象文	モーティマーは何かを確かめなかった			〇	〇	〇
120	Who	モーティマー	True		〇	〇	〇
120	hasPredicate	確かめなかった	True	hasPredicate	〇	〇	〇
120	Obj	何か	True	What	〇	〇	〇
121	対象文	モーティマーは以下を思った			〇	〇	×
121	Who	モーティマー	True		〇	〇	×
121	hasPredicate	思った	True	hasPredicate	〇	〇	×
121	Obj	以下	False	判別不能	〇	〇	×
122	対象文	何かは重要ではない			×	〇	×
122	Who		False		×	〇	×
122	hasPredicate	重要ではない	True	hasProperty	×	〇	×
122	Obj	何か	False	判別不能	×	〇	×
123	対象文	何かは嫌な気配を持たなかった			×	〇	△
123	Who		False		×	〇	△
