												
15	対象文	スタンリィ・ホプキンスはスコットランドヤードに連絡する必要がある	"Stanley Hopkins, it is necessary to contact the Scotland Yard"									
15	情報源	ホームズの考え	Holmes thought									
15	Who	スタンリィ・ホプキンス	Stanley Hopkins									
15	hasProperty	連絡する	contact									
15	When	スコットランドヤード	Scotland Yard									
15	then											
16	対象文	スタンリィ・ホプキンスは出かける必要がある	"Stanley Hopkins, it is necessary to go out"									
16	情報源	ホームズの考え	Holmes thought									
16	Who	スタンリィ・ホプキンス	Stanley Hopkins									
16	hasProperty	出かける	go									
16	When											
16	then											
17	対象文	スタンリィ・ホプキンスはホームズに使いを出す必要がある	"Stanley Hopkins, it is necessary to issue a use in Holmes"									
17	情報源	ホームズの考え	Holmes thought									
17	Who	スタンリィ・ホプキンス	Stanley Hopkins									
17	hasProperty	出す	put out	〇								
17	what	使い	use	使いを出す								
17	then											
18	対象文	全て済ますには一晩かかる	One such night to finish all									
18	情報源	ホームズの考え	Holmes thought									
18	Who	通報者	Whistleblower									
18	hasPredicate	一晩かかる	Take overnight									
18	What	14	14									
18	What	15	15									
18	What	16	16									
18	What	17	17									
18	then											
19	対象文	奥方が事の顛末をはっきりと話した	Lady was clearly talking about the particulars of things									
19	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
19	Who	奥方	Lady									
19	hasPredicate	話した	say									
19	What	事の顛末	Thing of particulars									
19	then											
20	対象文	ルイシャム夜盗団は二週間前シドナムで見られた	Lewisham burglary team was seen in the two weeks before Sydenham									
20	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
20	Who	ルイシャムの夜盗団	Burglary team of Lewisham									
20	hasPredicate	観られた	beSeen	?								
20	When	2週間前	2 weeks ago									
20	Where	シドナム	Sydenham									
20	then											
21	対象文	ルイシャムの夜盗団は人相書きが出ている	Burglary team of Lewisham have come up with personal description									
21	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
21	Who	ルイシャムの夜盗団	Burglary team of Lewisham									
21	hasPredicate	人相書きが出ている	Personal description is out	ｘ								
21	Why	20	20									
21	then											
22	対象文	間違いなくルイシャム夜盗団の仕事	Work of definitely Lewisham burglary Orchestra									
22	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
22	Who	ルイシャムの夜盗団	Burglary team of Lewisham									
22	hasProperty	仕事	beHit		#ORG:hasPredicate:jobs							
22	Why	21	21									
22	then											
22	対象文	サー・ユースタス・ブラックンストールは自分とこの火かき棒で頭を殴られた	Sir Eustace Brackenstall was beaten in the head with this poker with their									
22	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
22	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
22	hasProperty	殴られた	beHit									
22	What	自分のとこの火かき棒で	In poker of his Toko									
22	then											
23	対象文	サー・ユースタス・ブラックンストールは死んだ	Sir Eustace Brackenstall dead									
23	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
23	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
23	hasProperty	死んだ	dead									
23	Why	22	22									
23	then											
24	対象文	サー・ユースタス・ブラックンストールはケントでも指折りの資産家	Sir Eustace Brackenstall one of the most wealthy in Kent									
24	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
24	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
24	hasPredicate	指折りの資産家	One of the most wealthy									
24	Where	ケント	Kent									
24	then											
25	対象文	レディー・ブラックンストールは居間にいる	Lady Brackenstall are in the living room									
25	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
25	Who	レディー・ブラックンストール	Lady Brackenstall									
25	hasPredicate	いる	exist									
25	How	半死半生の状態	State of half alive									
25	Where	居間	Living room									
25	then											
26	対象文	レディー・ブラックンストールの片方の目の上がはれ上がっていた	Is on top of the one eye of Lady Brackenstall was rising swelling									
26	情報源											
26	Who	レディー・ブラックンストール	Lady Brackenstall									
26	hasPredicate	はれ上がっていた	swell									
26	What	片方の目	One eye									
26	then											
27	対象文	テリーサがレディー・ブラックンストールのはれ上がった片方の目を一生懸命冷やしていた	Theresa had cold hard the one eye that rose sunny Lady Brackenstall									
27	情報源											
27	Who	テリーサ	Theresa									
27	hasPredicate	冷やしていた	chill									
27	What	レディー・ブラックンストールのはれ上がっていた片方の目	One eye had been raised sunny Lady Brackenstall									
27	because	18	18									
28	対象文	レディー・ブラックンストールは警戒の表情を浮かべた	Lady Brackenstall floated an expression of vigilance									
28	情報源											
28	Who	レディー・ブラックンストール	Lady Brackenstall									
28	hasProperty	浮かべた	make									
28	What	警戒の表情	Expression of vigilance									
28	then											
29	対象文	レディー・ブラックンストールのそばに黒のスパンコールのついたディナードレスが置かれていた	Lady Brackenstall dinner dress with a black sequined beside had been placed									
29	情報源											
29	Who	ディナードレス	Dinner dress									
29	hasProperty	置かれていた	put									
29	Near	レディー・ブラックンストールのそばに	Near the Lady Brackenstall									
29	then											
30	対象文	ゆるいガウンがレディー・ブラックンストールの前腕から滑り落ちた	Loose gown slipped from the forearm of Lady Brackenstall									
30	情報源											
30	Who	ゆるいガウン	Loose gown									
30	hasPredicate	滑り落ちた	drop									
30	From	レディー・ブラックンストールの前腕	Forearm Lady Brackenstall									
30	then											
31	対象文	レディー・ブラックンストールは傷を急いで隠した。	Lady Brackenstall hid in a hurry to scratch.									
31	情報源											
31	Who	レディー・ブラックンストール	Lady Brackenstall									
31	hasPredicate	隠した	hide									
31	What	傷	scratch									
31	then											
32	対象文	レディー・ブラックンストールの傷は白く丸い上肢の一方の上にある二つの鮮明な赤い点だった	Scratches Lady Brackenstall was two vivid red dot at the top of one of the white round upper limbs									
32	情報源											
32	Who	傷	scratch									
32	hasPredicate	だった	was	?								
32	What	白く丸い上肢の一方の上にある二つの鮮明な赤い点	While two of vivid red dot at the top of the white round upper limbs									
32	then											
33	対象文	昨夜のあの醜悪な事件とは何の関係もない	Nothing to do with last night of that ugly incident									
33	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
33	Who	傷	scratch									
33	Who	事件	Incident									
33	hasProperty	関係ない	unrelated	dic								
33	When	昨夜	last night									
33	then											
34	対象文	レディー・ブラックンストールはサー・ユースタス・ブラックンストールと結婚して1年ほどになる	Lady Brackenstall will be about a year married to Sir Eustace Brackenstall									
34	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
34	Who	レディー・ブラックンストール	Lady Brackenstall									
34	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
34	hasPredicate	結婚した	beMarried									
34	When	1年ほど前	About 1 year ago									
34	then											
35	対象文	レディー・ブラックンストールにはイギリスの礼儀作法が合わなかった	Did not meet the United Kingdom of etiquette is to Lady Brackenstall									
35	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
35	Who	レディー・ブラックンストールは	Lady Brackenstall									
35	hasPredicate	合わなかった	notFit									
35	When	礼儀作法	Etiquette									
35	Where	イギリス	England									
35	then											
36	対象文	サー・ユースタス・ブラックンストールが常習的な大酒のみ	Sir Eustace Brackenstall habitual Hotel only									
36	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
36	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
36	hasPredicate	大酒飲み	Booze hound									
36	When											
36	then											
37	対象文	レディー・ブラックンストールとサー・ユースタス・ブラックンストールの結婚は幸せなものではなかった	Marriage of Lady Brackenstall and Sir Eustace Brackenstall was not happy									
37	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
37	Who	レディー・ブラックンストール	Lady Brackenstall									
37	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
37	hasProperty	幸せではなかった	notHappy									
37	because	35	35									
37	Because	36	36									
37	then											
38	対象文	この家では召使は皆新しい翼で休む	Servant rest in all new wing in this house									
38	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
38	Who	召使	Menial									
38	hasPredicate	休む	rest									
38	Where	新しい翼	New wing									
38	then											
39	対象文	中央の建物は部屋部屋から成る	The center of the building is made from the room the room									
39	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
39	Who	中央の部屋	The center of the room									
39	hasPredicate	成る	Become	?								
39	How	部屋部屋から	From the room the room	?								
39	then											
40	対象文	調理場は中央の建物の後ろにある	The kitchen is in the back of the center of the building									
40	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
40	Who	調理場	Kitchen									
40	hasPredicate	ある	exist									
40	Where	中央の建物の後ろ	Behind the center of the building									
40	then											
41	対象文	メイドのテリーサはレディー・ブラックンストールの部屋の上で休む	Theresa maid rest on top of the Lady black down the stall room									
41	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
41	Who	テリーサ	Theresa									
41	hasPredicate	休む	rest									
41	On	レディー・ブラックンストールの部屋	Lady Black down the stall of the room									
41	then											
42	対象文	音がしても翼にいる召使には伝わらない	Not transmitted to the servant who is the wing even if the sound									
42	情報源	レディー・ブラックンストールの考え	Lady Brackenstall thought									
42	Who	音	sound									
42	hasPredicate	伝わらない	cannotHear									
42	What	召使	Menial									
42	then											
43	対象文	盗賊は知っていた	Thief knew									
43	情報源	レディー・ブラックンストールの考え	Lady Brackenstall thought									
43	Who	盗賊	Thief									
43	hasPredicate	知っていた	know									
43	What	42	42									
43	then											
44	対象文	サー・ユースタス・ブラックンストールは10時30分頃に亡くなった	Sir Eustace Brackenstall died at around 10:30 am									
44	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
44	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
44	hasProperty	亡くなった	dead									
44	When	10時30分頃	10:30 time									
44	then											
45	対象文	メイドのテリーサだけが起きている	Are only Theresa maid happened									
45	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
45	Who	テリーサ	Theresa									
45	hasProperty	起きている	awake									
45	When											
45	then											
46	対象文	メイドのテリーサはレディー・ブラックンストールの用を待っていた	Theresa maid was waiting for use of Lady Brackenstall									
46	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
46	Who	テリーサ	Theresa									
46	hasPredicate	待っていた	wait									
46	Where											
46	Where											
46	then											
47	対象文	テリーサは建物の最上階のテリーサの部屋に残っていた	Theresa was left on the top floor of the Theresa of the room of the building									
47	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
47	Who	テリーサ	Theresa									
47	hasPredicate	残っていた	stay									
47	Where	テリーサの部屋	Theresa of room									
47	Where	建物の最上階	The top floor of the building									
47	because	35	35									
48	対象文	レディー・ブラックンストールは11時過ぎまで居間に座っていた	Lady Brackenstall was sitting in the living room until 11 o'clock									
48	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
48	Who	レディー・ブラックンストール	Lady Brackenstall									
48	hasPredicate	座っていた	sit									
48	When	11時過ぎ	11 o'clock									
48	Where	居間	Living room									
48	then											
49	対象文	レディー・ブラックンストールは習慣の見回りを行った	Lady Brackenstall was carried out patrol of habit									
49	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
49	Who	レディー・ブラックンストール	Lady Brackenstall									
49	hasPredicate	行った	go									
49	What	習慣の見回り	Patrol of habit									
49	then											
50	対象文	ダイニングルームの窓が開いていた	Dining room window was open									
50	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
50	Who	窓	window	x								
50	hasPredicate	開いていた	open									
50	When	ダイニングルーム	dining room									
50	What											
50	then											
51	対象文	レディー・ブラックンストールはダイニングルームの窓が開いていることに気づいた	Lady Brackenstall I noticed that you have open window of the dining room									
51	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
51	Who	レディー・ブラックンストール	Lady Brackenstall									
51	hasPredicate	気づいた	notice									
51	Where	ダイニングルーム	dining room									
51	What	窓が開いている	Is open window	?								
51	then											
52	対象文	レディー・ブラックンストールは部屋に入ったばかりの肩幅の広い年輩の男と向かい合った	Lady Brackenstall opposite the shoulder width of the wide elderly man just entered the room									
52	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
52	Who	レディー・ブラックンストール	Lady Brackenstall									
35	Who	年輩の男	Elderly man									
52	hasProperty	向かい合った	oppose									
52	When											
52	then											
53	対象文	年配の男以外にも二人部屋に入ろうとしている	Is about to enter the two people the room other than the man of the elderly									
53	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
53	Who	二人	Two persons									
53	hasPredicate	入ろうとしている	enter									
53	What											
36	How											
53	then											
54	対象文	レディー・ブラックンストールは二人を見た	Lady Brackenstall saw two people									
54	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
54	Who	レディー・ブラックンストール	Lady Brackenstall									
54	hasPredicate	見た	see									
54	What	53	53									
36	How											
54	then											
55	対象文	年配の男はレディー・ブラックンストールの手首とのどをつかんだ	Man of elderly grabbed the wrist and throat of Lady Brackenstall									
55	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
55	Who	年配の男	Man of the elderly									
55	hasPredicate	つかんだ	grab									
55	What	レディー・ブラックンストールの手首	Wrist of Lady Brackenstall									
55	What	レディー・ブラックンストールののど	Throat of Lady Brackenstall									
55	then											
56	対象文	レディー・ブラックンストールは年配の男のこぶしで目の上を殴られた	Lady Brackenstall was beaten over the eye in the fist of the man of the elderly									
56	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
56	Who	レディー・ブラックンストール	Lady Brackenstall									
56	hasPredicate	殴られた	beHit									
56	How	こぶし	Fist									
56	How	目の上	On the eye									
56	then											
57	対象文	レディー・ブラックンストールは床に打ち倒された	Lady Brackenstall was overthrown on the floor									
57	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
57	Who	レディー・ブラックンストール	Lady Brackenstall									
57	hasPredicate	打ち倒された	down									
57	How											
57	because	44	44									
58	対象文	レディー・ブラックンストールは数分間意識を失っていた	Lady Brackenstall had lost consciousness for a few minutes									
58	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
58	Who	レディー・ブラックンストール	Lady Brackenstall									
58	hasProperty	意識がなかった	lose									
58	What		consciousness									
58	then											
59	対象文	男たちはベルの紐を引きちぎった	The men were torn off a string of bell									
59	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
59	Who	男たち	Men									
59	hasProperty	引きちぎった	exist		#ORG:hasPredicate:cut							
59	What	ベルの紐	Bell string									
40	How											
59	then											
59	対象文	オーク製の椅子はダイニングテーブルの上座にあった	Oak chair was in the Theravada of the dining table									
59	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
59	Who	オーク製の椅子	Oak chair									
59	hasProperty	あった	exist									
59	Where	ダイニングテーブルの上座	Theravada of the dining table									
40	How											
59	then											
60	対象文	男たちはレディー・ブラックンストールをオーク製の椅子に縛り付けた	The men were tied the Lady black down stall oak chair									
60	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
60	Who	男たち	Men									
60	hasPredicate	縛り付けた	tie									
60	What	レディー・ブラックンストール	Lady Brackenstall									
40	How	オーク製の椅子	Oak chair									
60	then											
61	対象文	レディー・ブラックンストールは動くことも声を立てることもできなかった	Lady Brackenstall did not can even make a voice to move									
61	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
61	Who	レディー・ブラックンストール	Lady Brackenstall									
61	hasProperty	できなかった	cannotDo									
61	What	動くこと	moving									
61	What	声を立てること	talking									
61	because	48	48									
62	対象文	サー・ユースタス・ブラックンストールが部屋に入ってきた	Sir Eustace Brackenstall came into the room									
62	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
62	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
62	hasPredicate	入ってきた	enter									
62	To	ダイニングルーム	dining room									
62	then											
63	対象文	年輩の男は火かき棒を取った	Elderly man took the poker									
63	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
63	Who	年輩の男	Elderly man									
63	hasPredicate	取った	take									
63	What	火かき棒	Poker									
63	How											
63	then											
64	対象文	年輩の男は横からサー・ユースタス・ブラックンストールに一撃を加えた	Elderly man has added a blow from the side to Sir Eustace Brackenstall									
64	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
64	Who	年輩の男	Elderly man									
64	hasPredicate	一撃を加えた	hit									
64	What	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
64	How	横から	From the side									
64	then											
65	対象文	レディー・ブラックンストールは再び意識を失った	Lady Brackenstall lost consciousness again									
65	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
65	Who	レディー・ブラックンストール	Lady Brackenstall									
65	hasProperty	失った	lose									
65	What	意識を	consciousness									
65	then											
66	対象文	男たちはサイドボードから銀製品を集めた	The men collected the silver products from sideboard									
66	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
66	Who	男たち	Men									
66	hasPredicate	集めた	collect									
66	What	銀製品	Silver Products									
66	Where	サイドボード	Sideboard									
66	then											
67	対象文	男たちはサイドボードからワインを取り出した	The men took out a wine from the sideboard									
67	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
67	Who	男たち	Men									
67	hasPredicate	取り出した	take									
67	What	ワイン	wine									
67	Where	サイドボード	Sideboard									
67	then											
68	対象文	男たちの内一人は年配であごひげがあった	One of the men had a beard in the elderly									
68	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
68	Who	一人は	One person									
68	hasPredicate	ある	have									
68	What	あごひげ	beard									
68	then											
69	対象文	男たちの内二人は若くひげがない	There are no two people young beard of the men									
69	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
69	Who	二人は	Two people									
69	hasPredicate	ない	notHave									
69	What	ひげ	Beard									
69	then											
70	対象文	男たちはレディー・ブラックンストールを縛ってあるか確認した	The men were sure it has tied the Lady Brackenstall									
70	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
70	Who	男たち	Men									
70	hasPredicate	確認した	confirm									
70	What	60	60									
70	then											
71	対象文	男たちは窓を後ろ手に閉めた	The men closed the window behind him									
71	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
71	Who	男たち	Men									
71	hasPredicate	閉めた	close									
71	What	窓	window									
71	How	後ろ手に	Behind him									
71	then											
72	対象文	男たちは引き上げた	The men raised									
72	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
72	Who	男たち	Men									
72	hasProperty	引き上げた	free		#ORG:hasPredicate:pullUp							
72	How											
72	then											
72	対象文	レディー・ブラックンストールは15分後口が自由になった	Lady Brackenstall became a free 15-minute aftertaste									
72	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
72	Who	レディー・ブラックンストールの口	Mouth of Lady Brackenstall									
72	hasProperty	自由になった	free									
72	When	15分後	15 minutes after									
72	then											
73	対象文	レディー・ブラックンストールの叫び声をあげた	Screamed Lady Brackenstall									
73	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
73	Who	レディー・ブラックンストール	Lady Brackenstall									
73	hasPredicate	叫び声をあげた	scream									
73	How											
73	then											
74	対象文	レディー・ブラックンストールの叫び声でテリーサが助けに来た	Theresa came to help in the screams of Lady Brackenstall									
74	情報源	レディー・ブラックンストールの発言	Lady Brackenstall remark									
74	Who	テリーサ	Theresa									
74	hasPredicate	助けに来た	help									
74	How	73	73									
74	then											
75	対象文	男たちは家に入った	The men entered the house									
75	情報源	テリーサの発言	Theresa remark									
75	Who	男たち	Men									
75	hasPredicate	入った	enter									
75	What	家に	At home									
75	then											
76	対象文	テリーサは家に入る前の男たちを見た	Theresa saw the men before entering the house									
76	情報源	テリーサの発言	Theresa remark									
76	Who	テリーサ	Theresa									
76	hasPredicate	見た	see									
76	What	男たち	Men									
76	When	75	75									
76	then											
77	対象文	サー・ユースタス・ブラックンストールはダイニングルーム中に血と脳みそをまき散らしていた	Sir Eustace Brackenstall had sprinkled the blood and brains in the dining room									
77	情報源	テリーサの発言	Theresa remark									
77	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
77	hasPredicate	まき散らしていた	sprinkle									
77	Where	ダイニングルーム	dining room									
77	What	サー・ユースタス・ブラックンストールの血	Blood of Sir Eustace Brackenstall									
77	What	サー・ユースタス・ブラックンストールの脳みそ	Brains of Sir Eustace Brackenstall									
77	then											
78	対象文	サー・ユースタス・ブラックンストールはダイニングルームで倒れていた	Sir Eustace Brackenstall down was in the dining room									
78	情報源	テリーサの発言	Theresa remark									
78	Who	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
78	hasPredicate	倒れていた	collapse									
78	Where	ダイニングルーム	dining room									
78	then											
79	対象文	テリーサはサー・ユースタス・ブラックンストールを発見した	Theresa have found Sir Eustace Brackenstall									
79	情報源	テリーサの発言	Theresa remark									
79	Who	テリーサ	Theresa									
79	hasPredicate	発見した	find									
79	What	サー・ユースタス・ブラックンストール	Sir Eustace Brackenstall									
79	then											
80	対象文	ドレスは血や脳みそで汚れた	Dress was stained with blood and brains									
80	情報源	テリーサの発言	Theresa remark									
80	Who	ドレス	dress									
80	hasProperty	汚れた	dirty									
80	Why	サー・ユースタス・ブラックンストールの血	Blood of Sir Eustace Brackenstall									
80	Why	サー・ユースタス・ブラックンストールの脳みそ	Brains of Sir Eustace Brackenstall									
80	then											
81	対象文	レディー・ブラックンストールはテリーサとレディー・ブラックンストールの部屋に行き休みを取る	Lady Brackenstall take a break to go to the room of Theresa and Lady Brackenstall									
81	情報源	テリーサの発言	Theresa remark									
81	Who	レディー・ブラックンストール	Lady Brackenstall									
81	Who	テリーサ	Theresa									
81	hasPredicate	取る	take									
81	Where	レディー・ブラックンストールの部屋	Lady Black down the stall of the room									
81	What	休み	rest									
81	then											
82	対象文	レディー・ブラックンストールが赤ん坊だった	Lady Brackenstall was a baby									
82	情報源											
82	Who	レディー・ブラックンストール	Lady Brackenstall									
82	hasPredicate	赤ん坊だった	baby									
82	When											
82	then											
83	対象文	テリーサはレディー・ブラックンストールが赤ん坊の頃から仕えている	Theresa Lady Brackenstall has served since I was a baby									
83	情報源	スタンリィ・ホプキンスの発言	Remarks Stanley Hopkins									
83	Who	テリーサ	Theresa									
83	hasPredicate	仕えている	serve									
83	When	82	82									
83	then											
84	対象文	事件の魅力が謎と共に去った	Charm of the incident has left with the mystery									
84	情報源											
84	Who	事件の魅力	Charm of the incident									
84	Who	謎	The mystery									
84	hasProperty	去った	lose		#ORG:hasProperty:leave							
84	What											
84	Why											
84	then											
84	対象文	ホームズは強い関心をなくした	Holmes lost a strong interest									
84	情報源	ワトソンの考え	Thinking of Watson									
84	Who	ホームズ	Holmes									
84	hasProperty	なくした	lose									
84	What	強い関心	Strong interest									
84	Why	84	84									
84	then											
85	対象文	ホームズの目が腹立たしさを感じている	"		
Holmes' eyes are angry"									
85	情報源	ワトソンの考え	Thinking of Watson									
85	Who	ホームズの目	Holmes's eyes									
85	hasPredicate	感じている	angry									
85	What	腹立たしさ										
85	then											
86	対象文	ホームズはアビ屋敷のダイニングルームを見た	Holmes saw the dining room of Abbey Grange									
86	情報源											
86	Who	ホームズ	Holmes									
86	hasProperty	見た	see									
86	Why											
86	then											
87	対象文	ホームズはアビ屋敷のダイニングルームを見て興味を呼び戻した	Holmes recalled interested to see the dining room of Abbey Grange									
87	情報源											
87	Who	ホームズ	Holmes									
87	hasProperty	呼び戻した	regain									
87	When	86	86									
87	What	興味	Interest									
87	then											
88	対象文	ダイニングルームのドアの反対側の端に高いフランス窓があった	There was a high French windows on the opposite side of the end of the dining room of the door									
88	情報源	ワトソンの発言	Remarks Watson									
88	Who	高いフランス窓	High French windows									
88	hasProperty	あった	exist									
88	Where	ダイニングルーム	dining room									
88	Opposite	ドア	door									
88	then											
89	対象文	ドアの右側には小さい3つの窓があった	There were three windows small on the right side of the door									
89	情報源	ワトソンの発言	Remarks Watson									
89	Who	小さい3つの窓	Small three windows									
89	hasPredicate	あった	exist									
89	Right	ドア	door									
89	then											
