ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
22	Obj	ネッド・ハンター	False	判別不能	〇	〇	×
22	Obj	２人の若者	False	判別不能	〇	〇	×
23	対象文	ネッド・ハンターは毎晩、寝ずにに厩舎を見張る			〇	×	〇
23	Who	ネッド・ハンター	True		〇	×	〇
23	hasPredicate	毎晩、寝ずにに厩舎を見張る	False		〇	×	〇
23	Obj	厩舎	True	Where	〇	×	〇
24	対象文	２人の若者は、厩舎の二階で寝る			〇	〇	〇
24	Who	２人の若者	True		〇	〇	〇
24	hasPredicate	寝る	True	hasPredicate	〇	〇	〇
24	Obj	厩舎の二階	True	Where	〇	〇	〇
25	対象文	ネッド・ハンターと２人の若者は性格が良い			×	〇	無
25	Who	ネッド・ハンター	False		×	〇	無
25	Who	２人の若者	False		×	〇	無
25	hasPredicate	性格が良い	True	hasProperty	×	〇	無
26	対象文	ジョン・ストレーカーは結婚している			〇	〇	無
26	Who	ジョン・ストレーカー	True		〇	〇	無
26	hasPredicate	結婚している	True	hasProperty	〇	〇	無
27	対象文	ジョン・ストレーカーとジョン・ストレーカーの妻は、厩舎付近の家に住んでいる			〇	〇	〇
27	Who	ジョン・ストレーカー	True		〇	〇	〇
27	Who	ジョン・ストレーカーの妻	True		〇	〇	〇
27	hasPredicate	住んでいる	True	hasPredicate	〇	〇	〇
27	Obj	厩舎付近の家	True	Where	〇	〇	〇
28	対象文	ジョン・ストレーカーとジョン・ストレーカーの妻は子供がいない			〇	×	無
28	Who	ジョン・ストレーカー	True		〇	×	無
28	Who	ジョン・ストレーカーの妻	True		〇	×	無
28	hasPredicate	子供がいない	False		〇	×	無
29	対象文	ジョン・ストレーカーとジョン・ストレーカーの妻はエディス・バクスタを雇う			〇	〇	〇
29	Who	ジョン・ストレーカー	True		〇	〇	〇
29	Who	ジョン・ストレーカーの妻	True		〇	〇	〇
29	hasPredicate	雇う	True	hasPredicate	〇	〇	〇
29	Obj	エディス・バクスタ	True	What	〇	〇	〇
30	対象文	ジョン・ストレーカーとジョン・ストレーカーの妻は気楽に暮らしている			〇	×	無
30	Who	ジョン・ストレーカー	True		〇	×	無
30	Who	ジョン・ストレーカーの妻	True		〇	×	無
30	hasPredicate	気楽に暮らしている	False		〇	×	無
31	対象文	ケープルトンはタヴィストックから二哩離れている			〇	〇	〇
31	Who	ケープルトン	True		〇	〇	〇
31	hasPredicate	二哩離れている	True	hasProperty	〇	〇	〇
31	Obj	タヴィストック	True	From	〇	〇	〇
32	対象文	大きな調馬場がケープルトンにある			〇	〇	〇
32	Who	大きな調馬場	True		〇	〇	〇
32	hasPredicate	ある	True	hasPredicate	〇	〇	〇
32	Obj	ケープルトン	True	Where	〇	〇	〇
33	対象文	バックウォータ卿はケープルトンの調馬場を所有している			〇	〇	〇
33	Who	バックウォータ卿	True		〇	〇	〇
33	hasPredicate	所有している	True	hasPredicate	〇	〇	〇
33	Obj	ケープルトンの調馬場	True	What	〇	〇	〇
34	対象文	サイラス・ブラウンはケープルトンの調馬場を管理している			〇	〇	〇
34	Who	サイラス・ブラウン	True		〇	〇	〇
34	hasPredicate	管理している	True	hasPredicate	〇	〇	〇
34	Obj	ケープルトンの調馬場	True	What	〇	〇	〇
35	対象文	ジョン・ストレーカーは、事件の夜、馬をいつも通り運動させた			×	〇	△
35	Who	ジョン・ストレーカーいつも通り	False		×	〇	△
35	hasPredicate	運動させた	True	hasPredicate	×	〇	△
35	Obj	事件の夜、	False	判別不能	×	〇	△
35	Obj	馬	True	What	×	〇	△
36	対象文	九時頃、ジョン・ストレーカーは厩舎の戸を閉めた			〇	×	〇
36	Who	ジョン・ストレーカー	True		〇	×	〇
36	hasPredicate	九時頃、ジョン・ストレーカーは厩舎の戸を閉めた	False		〇	×	〇
36	Obj	厩舎の戸	True	What	〇	×	〇
37	対象文	２人の若者はジョン・ストレーカーの家で夕飯を食べる			〇	〇	〇
37	Who	２人の若者	True		〇	〇	〇
37	hasPredicate	食べる	True	hasPredicate	〇	〇	〇
37	Obj	ジョン・ストレーカーの家	True	Where	〇	〇	〇
37	Obj	夕飯	True	What	〇	〇	〇
38	対象文	事件の夜、ネッド・ハンターは厩舎で見張りをした			〇	×	△
38	Who	ネッド・ハンター	True		〇	×	△
38	hasPredicate	した	False		〇	×	△
38	Obj	事件の夜、	False	判別不能	〇	×	△
38	Obj	厩舎	True	Where	〇	×	△
38	Obj	見張り	False	判別不能	〇	×	△
39	対象文	エディス・バクスタは、九時過ぎにネッド・ハンターの分の羊のカレー料理を運んだ			〇	〇	〇
39	Who	エディス・バクスタ	True		〇	〇	〇
39	hasPredicate	運んだ	True	hasPredicate	〇	〇	〇
39	Obj	九時過ぎ	True	When	〇	〇	〇
39	Obj	ネッド・ハンターの分の羊のカレー料理	True	what	〇	〇	〇
40	対象文	エディス・バクスタは、飲み物を添えなかった			〇	〇	×
40	Who	エディス・バクスタ	True		〇	〇	×
40	hasPredicate	添えなかった	True	hasPredicate	〇	〇	×
40	Obj	飲み物	False	判別不能	〇	〇	×
41	対象文	仕事中、ネッド・ハンターは水以外の飲み物を飲むことができない			〇	〇	×
41	Who	ネッド・ハンター	True		〇	〇	×
41	hasPredicate	飲むことができない	True	hasPredicate	〇	〇	×
41	Obj	仕事中、	False	判別不能	〇	〇	×
41	Obj	水以外の飲み物	False	判別不能	〇	〇	×
42	対象文	厩舎には、水が出る栓がある。			〇	×	×
42	Who	水が出る栓	True		〇	×	×
42	hasPredicate	ある。	False		〇	×	×
42	Obj	厩舎には、	False	判別不能	〇	×	×
43	対象文	エディス・バクスタは道中は暗い荒地であるので、提灯を持っていた			×	×	〇
43	Who		False		×	×	〇
43	hasPredicate	エディス・バクスタは道中は暗い荒地であるので、提灯を持っていた	False		×	×	〇
43	Obj	提灯	True	What	×	×	〇
44	対象文	道中は暗い			×	〇	×
44	Who		False		×	〇	×
44	hasPredicate	暗い	True	hasProperty	×	〇	×
44	Obj	道中	False	判別不能	×	〇	×
45	対象文	道中は荒野である			×	〇	×
45	Who		False		×	〇	×
45	hasPredicate	荒野である	True	hasProperty	×	〇	×
45	Obj	道中	False	判別不能	×	〇	×
46	対象文	エディス・バクスタとフィッロイ・シムソンは、厩舎から三十ヤードのところで出会った			〇	〇	×
46	Who	エディス・バクスタ	True		〇	〇	×
46	Who	フィッロイ・シムソン	True		〇	〇	×
46	hasPredicate	出会った	True	hasPredicate	〇	〇	×
46	Obj	厩舎	False	判別不能	〇	〇	×
46	Obj	三十ヤードのところ	False	判別不能	〇	〇	×
47	対象文	フィッロイ・シムソンは、エディス・バクスタに話しかけた			〇	〇	〇
47	Who	フィッロイ・シムソン	True		〇	〇	〇
47	hasPredicate	話しかけた	True	hasPredicate	〇	〇	〇
47	Obj	エディス・バクスタ	True	To	〇	〇	〇
48	対象文	フィッロイ・シムソンは、鼠色のスコッチの服、羅紗のハンチング、羅紗のハンチング、ゲートルを身につけていた			〇	×	×
48	Who	フィッロイ・シムソン	True		〇	×	×
48	hasPredicate	つけていた	False		〇	×	×
48	Obj	鼠色のスコッチの服、羅紗のハンチング、羅紗のハンチング、ゲートル	False	判別不能	〇	×	×
48	Obj	身	False	判別不能	〇	×	×
49	対象文	フィッロイ・シムソンは太いステッキを持っていた			〇	〇	〇
49	Who	フィッロイ・シムソン	True		〇	〇	〇
49	hasPredicate	持っていた	True	hasPredicate	〇	〇	〇
49	Obj	太いステッキ	True	What	〇	〇	〇
50	対象文	エディス・バクスタは以下を印象付けられた			〇	〇	×
50	Who	エディス・バクスタ	True		〇	〇	×
50	hasPredicate	印象付けられた	True	hasPredicate	〇	〇	×
50	Obj	以下	False	判別不能	〇	〇	×
51	対象文	フィッロイ・シムソンの顔色は悪かった			〇	〇	無
51	Who	フィッロイ・シムソンの顔色	True		〇	〇	無
51	hasPredicate	悪かった	True	hasProperty	〇	〇	無
52	対象文	フィッロイ・シムソンは落ち着かない様子だった			〇	〇	無
52	Who	フィッロイ・シムソン	True		〇	〇	無
52	hasPredicate	落ち着かない様子だった	True	hasProperty	〇	〇	無
53	対象文	フィッロイ・シムソンの年齢は三十過ぎに見える			〇	×	×
53	Who	フィッロイ・シムソンの年齢	True		〇	×	×
53	hasPredicate	見える	False		〇	×	×
53	Obj	三十過ぎ	False	判別不能	〇	×	×
54	対象文	フィッロイ・シムソンはエディス・バクスタに現在地を尋ねた			〇	〇	〇
54	Who	フィッロイ・シムソン	True		〇	〇	〇
54	hasPredicate	尋ねた	True	hasPredicate	〇	〇	〇
54	Obj	エディス・バクスタ	True	To	〇	〇	〇
54	Obj	現在地	True	What	〇	〇	〇
55	対象文	フィッロイ・シムソンはエディス・バクスタに以下を言った			〇	〇	△
55	Who	フィッロイ・シムソン	True		〇	〇	△
55	hasPredicate	言った	True	hasPredicate	〇	〇	△
55	Obj	エディス・バクスタ	True	To	〇	〇	△
55	Obj	以下	False	判別不能	〇	〇	△
56	対象文	フィッロイ・シムソンは、人の姿が見えたので安心した			×	×	無
56	Who		False		×	×	無
56	hasPredicate	フィッロイ・シムソンは、人の姿が見えたので安心した	False		×	×	無
57	対象文	フィッロイ・シムソンは、人の姿を見た			〇	〇	〇
57	Who	フィッロイ・シムソン	True		〇	〇	〇
57	hasPredicate	見た	True	hasPredicate	〇	〇	〇
57	Obj	人の姿	True	What	〇	〇	〇
58	対象文	フィッロイ・シムソンは荒地で野宿しようとしていた			〇	×	無
58	Who	フィッロイ・シムソン	True		〇	×	無
58	hasPredicate	荒地で野宿しようとしていた	False		〇	×	無
59	対象文	エディス・バクスタは、以下をフィッロイ・シムソンに教えた			〇	〇	△
59	Who	エディス・バクスタ	True		〇	〇	△
59	hasPredicate	教えた	True	hasPredicate	〇	〇	△
59	Obj	以下	False	判別不能	〇	〇	△
59	Obj	フィッロイ・シムソン	True	To	〇	〇	△
60	対象文	現在地は、キングス・パイランド調馬場である			〇	×	無
60	Who	現在地	True		〇	×	無
60	hasPredicate	キングス・パイランド調馬場である	False		〇	×	無
61	対象文	フィッロイ・シムソンはエディス・バクスタに儲かる話を提案した			〇	〇	×
61	Who	フィッロイ・シムソン	True		〇	〇	×
61	hasPredicate	提案した	True	hasPredicate	〇	〇	×
61	Obj	エディス・バクスタに儲かる話	False	判別不能	〇	〇	×
62	対象文	フィッロイ・シムソンは、チョッキのポケットから紙切れを取り出した			〇	〇	〇
62	Who	フィッロイ・シムソン	True		〇	〇	〇
62	hasPredicate	取り出した	True	hasPredicate	〇	〇	〇
62	Obj	チョッキのポケット	True	From	〇	〇	〇
62	Obj	紙切れ	True	What	〇	〇	〇
63	対象文	フィッロイ・シムソンはエディス・バクスタに以下を頼んだ			〇	〇	△
63	Who	フィッロイ・シムソン	True		〇	〇	△
63	hasPredicate	頼んだ	True	hasPredicate	〇	〇	△
63	Obj	エディス・バクスタ	True	To	〇	〇	△
63	Obj	以下	False	判別不能	〇	〇	△
64	対象文	エディス・バクスタがネッド・ハンターに紙切れを手渡す			〇	〇	〇
64	Who	エディス・バクスタ	True		〇	〇	〇
64	hasPredicate	手渡す	True	hasPredicate	〇	〇	〇
64	Obj	ネッド・ハンター	True	To	〇	〇	〇
64	Obj	紙切れ	True	What	〇	〇	〇
65	対象文	エディス・バクスタはフィッロイ・シムソンの様子を恐れた			〇	〇	〇
65	Who	エディス・バクスタ	True		〇	〇	〇
65	hasPredicate	恐れた	True	hasPredicate	〇	〇	〇
65	Obj	フィッロイ・シムソンの様子	True	Why	〇	〇	〇
66	対象文	エディス・バクスタは、厩舎の窓に掛けて行った			〇	×	無
66	Who	エディス・バクスタ	True		〇	×	無
66	hasPredicate	厩舎の窓に掛けて行った	False		〇	×	無
67	対象文	厩舎の窓は開いていた			〇	〇	無
67	Who	厩舎の窓	True		〇	〇	無
67	hasPredicate	開いていた	True	hasProperty	〇	〇	無
68	対象文	ネッド・ハンターは食事をしていた			〇	×	×
68	Who	ネッド・ハンター	True		〇	×	×
68	hasPredicate	していた	False		〇	×	×
68	Obj	食事	False	判別不能	〇	×	×
69	対象文	エディス・バクスタはネッド・ハンターに伝えた			〇	〇	〇
69	Who	エディス・バクスタ	True		〇	〇	〇
69	hasPredicate	伝えた	True	hasPredicate	〇	〇	〇
69	Obj	ネッド・ハンター	True	To	〇	〇	〇
70	対象文	フィッロイ・シムソンはエディス・バクスタを追いかけてきた			×	×	無
70	Who		False		×	×	無
70	hasPredicate	フィッロイ・シムソンはエディス・バクスタを追いかけてきた	False		×	×	無
71	対象文	フィッロイ・シムソンはネッド・ハンターに挨拶した			〇	〇	〇
71	Who	フィッロイ・シムソン	True		〇	〇	〇
71	hasPredicate	挨拶した	True	hasPredicate	〇	〇	〇
71	Obj	ネッド・ハンター	True	To	〇	〇	〇
72	対象文	フィッロイ・シムソンは厩舎の中を覗き込んだ			〇	〇	〇
72	Who	フィッロイ・シムソン	True		〇	〇	〇
72	hasPredicate	覗き込んだ	True	hasPredicate	〇	〇	〇
72	Obj	厩舎の中	True	What	〇	〇	〇
73	対象文	フィッロイ・シムソンはネッド・ハンターに話しかけた			〇	〇	〇
73	Who	フィッロイ・シムソン	True		〇	〇	〇
73	hasPredicate	話しかけた	True	hasPredicate	〇	〇	〇
73	Obj	ネッド・ハンター	True	To	〇	〇	〇
74	対象文	エディス・バクスタは以下を断言した			〇	〇	×
74	Who	エディス・バクスタ	True		〇	〇	×
74	hasPredicate	断言した	True	hasPredicate	〇	〇	×
74	Obj	以下	False	判別不能	〇	〇	×
75	対象文	フィッロイ・シムソンは小さな紙包を握っていた			〇	〇	〇
75	Who	フィッロイ・シムソン	True		〇	〇	〇
75	hasPredicate	握っていた	True	hasPredicate	〇	〇	〇
75	Obj	小さな紙包	True	What	〇	〇	〇
76	対象文	ネッド・ハンターは、フィッロイ・シムソンが来た理由を尋ねた			〇	〇	〇
76	Who	ネッド・ハンター	True		〇	〇	〇
76	hasPredicate	尋ねた	True	hasPredicate	〇	〇	〇
76	Obj	フィッロイ・シムソンが来た理由	True	What	〇	〇	〇
77	対象文	フィッロイ・シムソンはフィッロイ・シムソンに訪問の理由を説明する			〇	〇	〇
77	Who	フィッロイ・シムソン	True		〇	〇	〇
77	hasPredicate	説明する	True	hasPredicate	〇	〇	〇
77	Obj	フィッロイ・シムソン	True	To	〇	〇	〇
77	Obj	訪問の理由	True	What	〇	〇	〇
78	対象文	フィッロイ・シムソンは競馬の予想を聞きに来た			〇	×	無
78	Who	フィッロイ・シムソン	True		〇	×	無
78	hasPredicate	競馬の予想を聞きに来た	False		〇	×	無
79	対象文	フィッロイ・シムソンはネッド・ハンターに儲け話を提案した			〇	〇	〇
79	Who	フィッロイ・シムソン	True		〇	〇	〇
79	hasPredicate	提案した	True	hasPredicate	〇	〇	〇
79	Obj	ネッド・ハンター	True	To	〇	〇	〇
79	Obj	儲け話	True	What	〇	〇	〇
80	対象文	フィッロイ・シムソンは以下をネッド・ハンターに言った			〇	〇	△
80	Who	フィッロイ・シムソン	True		〇	〇	△
80	hasPredicate	言った	True	hasPredicate	〇	〇	△
80	Obj	以下	False	判別不能	〇	〇	△
80	Obj	ネッド・ハンター	True	To	〇	〇	△
81	対象文	二頭のウェセクス賞杯戦に出る馬がキングス・パイランドの厩舎にいる			〇	〇	〇
81	Who	二頭のウェセクス賞杯戦に出る馬	True		〇	〇	〇
81	hasPredicate	いる	True	hasPredicate	〇	〇	〇
81	Obj	キングス・パイランドの厩舎	True	Where	〇	〇	〇
82	対象文	二頭の馬はウェセクス賞杯戦に出場する			〇	〇	〇
82	Who	二頭の馬	True		〇	〇	〇
82	hasPredicate	出場する	True	hasPredicate	〇	〇	〇
82	Obj	ウェセクス賞杯戦	True	Where	〇	〇	〇
83	対象文	白銀号と栗毛の馬は、ウェセクス賞杯戦に出場する。			〇	×	〇
83	Who	白銀号	True		〇	×	〇
83	Who	栗毛の馬	True		〇	×	〇
83	hasPredicate	出場する。	False		〇	×	〇
83	Obj	ウェセクス賞杯戦	True	To	〇	×	〇
84	対象文	フィッロイ・シムソンはネッド・ハンターから競馬の確実な予想を聞き出そうとした			〇	×	無
84	Who	フィッロイ・シムソン	True		〇	×	無
84	hasPredicate	ネッド・ハンターから競馬の確実な予想を聞き出そうとした	False		〇	×	無
85	対象文	フィッロイ・シムソンは、以下をネッド・ハンターに確認した			〇	〇	△
85	Who	フィッロイ・シムソン	True		〇	〇	△
85	hasPredicate	確認した	True	hasPredicate	〇	〇	△
85	Obj	以下	False	判別不能	〇	〇	△
85	Obj	ネッド・ハンター	True	To	〇	〇	△
86	対象文	馬主筋は栗毛の馬に賭けた			〇	〇	〇
86	Who	馬主筋	True		〇	〇	〇
86	hasPredicate	賭けた	True	hasPredicate	〇	〇	〇
86	Obj	栗毛の馬	True	To	〇	〇	〇
87	対象文	栗毛の馬はウェセクス賞杯戦で有利である			×	〇	〇
87	Who	栗毛の馬	False		×	〇	〇
87	hasPredicate	有利である	True	hasProperty	×	〇	〇
87	Obj	ウェセクス賞杯戦	True	Where	×	〇	〇
88	対象文	ネッド・ハンターはフィッロイ・シムソンを牽制した			〇	〇	〇
88	Who	ネッド・ハンター	True		〇	〇	〇
88	hasPredicate	牽制した	True	hasPredicate	〇	〇	〇
88	Obj	フィッロイ・シムソン	True	What	〇	〇	〇
89	対象文	ネッド・ハンターは厩舎の犬を放しに行った			〇	×	無
89	Who	ネッド・ハンター	True		〇	×	無
89	hasPredicate	厩舎の犬を放しに行った	False		〇	×	無
90	対象文	エディス・バクスタは厩舎からジョン・ストレーカーの家に駆け戻った			〇	×	〇
90	Who	エディス・バクスタ	True		〇	×	〇
90	hasPredicate	駆け戻った	False		〇	×	〇
90	Obj	厩舎	True	From	〇	×	〇
90	Obj	ジョン・ストレーカーの家	True	To	〇	×	〇
91	対象文	エディス・バクスタは、以下を見た			〇	〇	×
91	Who	エディス・バクスタ	True		〇	〇	×
91	hasPredicate	見た	True	hasPredicate	〇	〇	×
91	Obj	以下	False	判別不能	〇	〇	×
92	対象文	フィッロイ・シムソンは、厩舎の窓から厩舎の中に半身を乗り入れていた			〇	〇	〇
92	Who	フィッロイ・シムソン	True		〇	〇	〇
92	hasPredicate	乗り入れていた	True	hasPredicate	〇	〇	〇
92	Obj	厩舎の窓	True	From	〇	〇	〇
92	Obj	厩舎の中	True	To	〇	〇	〇
92	Obj	半身	True	What	〇	〇	〇
93	対象文	フィッロイ・シムソンはいなかった			〇	〇	無
93	Who	フィッロイ・シムソン	True		〇	〇	無
93	hasPredicate	いなかった	True	hasPredicate	〇	〇	無
94	対象文	ネッド・ハンターは、フィッロイ・シムソンを犬を使って追い払った			〇	×	〇
94	Who	ネッド・ハンター	True		〇	×	〇
94	hasPredicate	犬を使って追い払った	False		〇	×	〇
94	Obj	フィッロイ・シムソン	True	What	〇	×	〇
95	対象文	ネッド・ハンターは、厩舎の周りでフィッロイ・シムソンを探した			〇	〇	△
95	Who	ネッド・ハンター	True		〇	〇	△
95	hasPredicate	探した	True	hasPredicate	〇	〇	△
95	Obj	厩舎の周り	False	判別不能	〇	〇	△
95	Obj	フィッロイ・シムソン	True	What	〇	〇	△
96	対象文	ネッド・ハンターはフィッロイ・シムソンを見つけることができなかった			〇	〇	〇
96	Who	ネッド・ハンター	True		〇	〇	〇
96	hasPredicate	見つけることができなかった	True	hasPredicate	〇	〇	〇
96	Obj	フィッロイ・シムソン	True	What	〇	〇	〇
97	対象文	ワトソンはホームズに以下を尋ねた			〇	〇	△
97	Who	ワトソン	True		〇	〇	△
97	hasPredicate	尋ねた	True	hasPredicate	〇	〇	△
97	Obj	ホームズ	True	To	〇	〇	△
97	Obj	以下	False	判別不能	〇	〇	△
98	対象文	ネッド・ハンターは厩舎の戸を閉めた			〇	〇	〇
98	Who	ネッド・ハンター	True		〇	〇	〇
98	hasPredicate	閉めた	True	hasPredicate	〇	〇	〇
98	Obj	厩舎の戸	True	What	〇	〇	〇
99	対象文	ホームズはワトソンに以下を答えた			〇	〇	△
99	Who	ホームズ	True		〇	〇	△
99	hasPredicate	答えた	True	hasPredicate	〇	〇	△
99	Obj	ワトソン	True	To	〇	〇	△
99	Obj	以下	False	判別不能	〇	〇	△
100	対象文	ネッド・ハンターは厩舎の戸を閉めた			〇	〇	〇
100	Who	ネッド・ハンター	True		〇	〇	〇
100	hasPredicate	閉めた	True	hasPredicate	〇	〇	〇
100	Obj	厩舎の戸	True	What	〇	〇	〇
101	対象文	人は厩舎の窓から厩舎の中から入ることができない			〇	×	〇
101	Who	人	True		〇	×	〇
101	hasPredicate	入ることができない	False		〇	×	〇
101	Obj	厩舎の窓	True	From	〇	×	〇
101	Obj	厩舎の中	True	To	〇	×	〇
102	対象文	厩舎の窓は小さい			〇	〇	無
102	Who	厩舎の窓	True		〇	〇	無
102	hasPredicate	小さい	True	hasProperty	〇	〇	無
103	対象文	ネッド・ハンターは２人の若者の帰りを待った			〇	〇	〇
103	Who	ネッド・ハンター	True		〇	〇	〇
103	hasPredicate	待った	True	hasPredicate	〇	〇	〇
103	Obj	２人の若者の帰り	True	What	〇	〇	〇
104	対象文	ネッド・ハンターはジョン・ストレーカーに報告した			〇	〇	〇
104	Who	ネッド・ハンター	True		〇	〇	〇
104	hasPredicate	報告した	True	hasPredicate	〇	〇	〇
104	Obj	ジョン・ストレーカー	True	To	〇	〇	〇
105	対象文	ジョン・ストレーカーは興奮した			〇	〇	無
105	Who	ジョン・ストレーカー	True		〇	〇	無
105	hasPredicate	興奮した	True	hasProperty	〇	〇	無
106	対象文	ネッド・ハンターは理解できなかった			〇	〇	無
106	Who	ネッド・ハンター	True		〇	〇	無
106	hasPredicate	理解できなかった	True	hasPredicate	〇	〇	無
107	対象文	ジョン・ストレーカーは不安を感じた			〇	〇	〇
107	Who	ジョン・ストレーカー	True		〇	〇	〇
107	hasPredicate	感じた	True	hasPredicate	〇	〇	〇
107	Obj	不安	True	What	〇	〇	〇
108	対象文	ジョン・ストレーカーの妻は事件の夜１時に目を覚ました			〇	×	△
108	Who	ジョン・ストレーカーの妻	True		〇	×	△
108	hasPredicate	覚ました	False		〇	×	△
108	Obj	事件の夜１時	True	When	〇	×	△
108	Obj	目	False	判別不能	〇	×	△
109	対象文	ジョン・ストレーカーは厩舎を確認しに行こうとした			〇	×	無
109	Who	ジョン・ストレーカー	True		〇	×	無
109	hasPredicate	厩舎を確認しに行こうとした	False		〇	×	無
110	対象文	事件の夜は雨が降っていた			×	×	×
110	Who	雨	False		×	×	×
110	hasPredicate	降っていた	False		×	×	×
110	Obj	事件の夜	False	判別不能	×	×	×
111	対象文	ジョン・ストレーカーの妻はジョン・ストレーカーを止めた			〇	〇	〇
111	Who	ジョン・ストレーカーの妻	True		〇	〇	〇
111	hasPredicate	止めた	True	hasPredicate	〇	〇	〇
